nombre,tipo,zona,precio
Starbuzz Vintage Cheers! (80 g),tabaco-liar,nacional,8.95
Starbuzz Vintage Cheers! (80 g) CM,tabaco-liar,nacional,6.4
Starbuzz Vintage Dark Winilla (80 g),tabaco-liar,nacional,8.95
Starbuzz Vintage Dark Winilla (80 g) CM,tabaco-liar,nacional,6.4
Starbuzz Vintage Delhi T (80 g),tabaco-liar,nacional,8.95
Starbuzz Vintage Delhi T (80 g) CM,tabaco-liar,nacional,6.4
Starbuzz Vintage Fresh Cito (80 g),tabaco-liar,nacional,8.95
Starbuzz Vintage Fresh Cito (80 g) CM,tabaco-liar,nacional,6.4
Starbuzz Vintage Hunny Dew Me (80 g),tabaco-liar,nacional,8.95
Starbuzz Vintage Hunny Dew Me (80 g) CM,tabaco-liar,nacional,6.4
Starbuzz Vintage Indian App Kick ® (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Alaskan Freeze® (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Cheers! (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Colombian Kick (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Dark Caribbean (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Dark Mist (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Dark Valencia (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Dark Winilla (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Delhi T (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Fresh Cito (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Fuzzy Kick (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Green Savior (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Hunny Dew Me (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Kick Me Red (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus La Dominikana (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus La Dominikana (50 g) CM,tabaco-liar,nacional,4.15
Starbuzz Vintage Plus Morning Breeze® (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Shanghai Passion (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Timisue (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus Tokyo Kick (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Plus White Mist® (50 g),tabaco-liar,nacional,4.3
Starbuzz Vintage Timisue (80 g),tabaco-liar,nacional,8.95
Starbuzz Vintage Timisue (80 g) CM,tabaco-liar,nacional,6.4
Starbuzz White Bear picadura shisha lata (100 g),tabaco-liar,nacional,9.95
Starbuzz White Bear picadura shisha lata (100 g) CM,tabaco-liar,nacional,7.9
Starline Asian Blaze (200 g),tabaco-liar,nacional,19.49
Starline Asian Blaze (50 g),tabaco-liar,nacional,4.99
Starline Belgian Morning (200 g),tabaco-liar,nacional,19.49
Starline Belgian Morning (50 g),tabaco-liar,nacional,4.99
Starline Black Glace (50 g),tabaco-liar,nacional,4.99
Starline Blue Crump (200 g),tabaco-liar,nacional,19.49
Starline Blue Crump (50 g),tabaco-liar,nacional,4.99
Starline Crimson Boom (50 g),tabaco-liar,nacional,4.99
Starline Dreamy White (50 g),tabaco-liar,nacional,4.99
Starline Emerald Touch (50 g),tabaco-liar,nacional,4.99
Starline Exotic Mix (50 g),tabaco-liar,nacional,4.99
Starline French Puff (200 g),tabaco-liar,nacional,19.49
Starline French Puff (50 g),tabaco-liar,nacional,4.99
Starline Grainy Red (50 g),tabaco-liar,nacional,4.99
Starline Mellow Yellow (50 g),tabaco-liar,nacional,4.99
Starline Purple Dreams (50 g),tabaco-liar,nacional,4.99
Starline Summer Fizz (50 g),tabaco-liar,nacional,4.99
Starline Sunny Burst (50 g),tabaco-liar,nacional,4.99
Starline Thai Sunrise (50 g),tabaco-liar,nacional,4.99
Starline Tropic Chi (200 g),tabaco-liar,nacional,19.49
Starline Tropic Chi (50 g),tabaco-liar,nacional,4.99
Starline Violet Charm (200 g),tabaco-liar,nacional,19.49
Starline Violet Charm (50 g),tabaco-liar,nacional,4.99
Starline Wild Drops (50 g),tabaco-liar,nacional,4.99
STATOS DE LUXE Brevas,otros,nacional,0.85
STATOS DE LUXE Brevas CM,otros,nacional,0.73
STATOS DE LUXE Delirios,otros,nacional,1.2
STATOS DE LUXE Delirios CM,otros,nacional,1.05
STATOS DE LUXE Selectos,otros,nacional,1.7
STATOS DE LUXE Selectos CM,otros,nacional,1.42
Steeple Mezcla Americana (125 g),tabaco-liar,nacional,21.65
Steeple Mezcla Americana (350 g),tabaco-liar,nacional,71
Steeple Mezcla Americana (350 g) CM,tabaco-liar,nacional,39.65
Steeple Negro (70 g),tabaco-liar,nacional,14.25
Steeple Negro (70 g) CM,tabaco-liar,nacional,7.9
Sterling Dual,otros,nacional,7.2
Sterling King Size,otros,nacional,7.2
Sterling Superking Blue,otros,nacional,6.95
Sterling Superkings,otros,nacional,7.2
Sting Lata (60 g),tabaco-liar,nacional,2.25
Stral Alberino (200 g),tabaco-liar,nacional,17.9
Stral Alberino (50 g),tabaco-liar,nacional,5
Stral Black Mln (200 g),tabaco-liar,nacional,17.9
Stral Black Mln (50 g),tabaco-liar,nacional,5
Stral Huwa (200 g),tabaco-liar,nacional,17.9
Stral Huwa (50 g),tabaco-liar,nacional,5
Stral Kiva (200 g),tabaco-liar,nacional,17.9
Stral Kiva (50 g),tabaco-liar,nacional,5
Stral Lit Schi (200 g),tabaco-liar,nacional,17.9
Stral Lit Schi (50 g),tabaco-liar,nacional,5
Stral Mancoton (200 g),tabaco-liar,nacional,17.9
Stral Mancoton (50 g),tabaco-liar,nacional,5
Stral Ness Ti (200 g),tabaco-liar,nacional,17.9
Stral Ness Ti (50 g),tabaco-liar,nacional,5
Stral The Rza (200 g),tabaco-liar,nacional,17.9
Stral The Rza (50 g),tabaco-liar,nacional,5
Stral Tik Tok (200 g),tabaco-liar,nacional,17.9
Stral Tik Tok (50 g),tabaco-liar,nacional,5
Street Smoke Angel Face (50 g),tabaco-liar,nacional,4.55
Street Smoke Artic Prince (200 g),tabaco-liar,nacional,17.5
Street Smoke Artic Prince (50 g),tabaco-liar,nacional,4.55
Street Smoke Barista (200g),tabaco-liar,nacional,17.5
Street Smoke Barista (50 g),tabaco-liar,nacional,4.55
Street Smoke Bartender (50 g),tabaco-liar,nacional,4.55
Street Smoke Beach With A P (200 g),tabaco-liar,nacional,17.5
Street Smoke Beach With A P (50 g),tabaco-liar,nacional,4.55
Street Smoke Blue Beast (50 g),tabaco-liar,nacional,4.55
Street Smoke Blue Beast (50 g) CM,tabaco-liar,nacional,3.2
Street Smoke Booty (50 g),tabaco-liar,nacional,4.55
Street Smoke Booty (50 g) CM,tabaco-liar,nacional,3.2
Street Smoke Bro (50 g),tabaco-liar,nacional,4.55
Street Smoke Bro (50 g) CM,tabaco-liar,nacional,3.2
Street Smoke Desert Dream (200 g),tabaco-liar,nacional,17.5
Street Smoke Desert Dream (50 g),tabaco-liar,nacional,4.55
Street Smoke Dr. Street (50 g),tabaco-liar,nacional,4.55
Street Smoke Green Craze (50 g),tabaco-liar,nacional,4.55
Street Smoke Gypsy Queen (50 g),tabaco-liar,nacional,4.55
Street Smoke Habibo (200 g),tabaco-liar,nacional,17.5
Street Smoke Habibo (50 g),tabaco-liar,nacional,4.55
Street Smoke Machine (50 g),tabaco-liar,nacional,4.55
Street Smoke Machine (50 g) CM,tabaco-liar,nacional,3.2
Street Smoke MBA P (50 g),tabaco-liar,nacional,4.55
Street Smoke MBA P (50 g) CM,tabaco-liar,nacional,3.2
Street Smoke Mic Drop (200 g),tabaco-liar,nacional,17.5
Street Smoke Mic Drop (50 g),tabaco-liar,nacional,4.55
Street Smoke Mr. Grumpy (50 g),tabaco-liar,nacional,4.55
Street Smoke Mrs. Pink (50 g),tabaco-liar,nacional,4.55
Street Smoke Namaste (50 g),tabaco-liar,nacional,4.55
Street Smoke Namaste (50 g) CM,tabaco-liar,nacional,3.2
Street Smoke Red Charm (50 g),tabaco-liar,nacional,4.55
Street Smoke Russian Roulette (50 g),tabaco-liar,nacional,4.55
Street Smoke Scar (50 g),tabaco-liar,nacional,4.55
Street Smoke Scar (50 g) CM,tabaco-liar,nacional,3.2
Street Smoke Street Love (50 g),tabaco-liar,nacional,4.55
Street Smoke Street Love (50 g) CM,tabaco-liar,nacional,3.2
Street Smoke The Boss (200 g),tabaco-liar,nacional,17.5
Street Smoke The Boss (50 g),tabaco-liar,nacional,4.55
Street Smoke Yummy (50 g),tabaco-liar,nacional,4.55
SUNRISE Tropical Taste (El envase de 20),otros,nacional,3.2
Superkings,otros,nacional,7.9
Superkings Blue,otros,nacional,7.9
Surfside Choco,otros,nacional,4
Surfside Choco  CM,otros,nacional,2.5
Surfside Cubalibre Flavor,tabaco-liar,nacional,4
Surfside Cubalibre Flavor CM,tabaco-liar,nacional,2.5
Surfside Mango Tropic Flavor,otros,nacional,4
Surfside Mango Tropic Flavor CM,otros,nacional,2.5
Surfside Mojito Flavor,otros,nacional,4
Surfside Mojito Flavor CM,otros,nacional,2.5
Surfside Piña Colada Flavor,otros,nacional,4
Surfside Piña Colada Flavor CM,otros,nacional,2.5
Surfside Tequila Sunrise Flavor,otros,nacional,4
Surfside Tequila Sunrise Flavor CM,otros,nacional,2.5
Surfside Vanilla Flavor,otros,nacional,4
Surfside Vanilla Flavor CM,otros,nacional,2.5
Sweet Dublin Mixture (50 g),tabaco-liar,nacional,5.6
T.Radford Sunday S Fant. (50 g),tabaco-liar,nacional,5.7
T.Radford Sunday S Fant. (50 g) CM,tabaco-liar,nacional,5.2
TABAC LA JUNEDENCA T la J,otros,nacional,0.36
TABACALERA ZAPATA Tabacalera Zapata Petit Corona 4X46 (20),cigarrillos,nacional,6.9
TABACALERA ZAPATA Tabacalera Zapata Robusto 5X52 (20),cigarrillos,nacional,8.9
TABACALERA ZAPATA Tabacalera Zapata Toro 6X54 (20),cigarrillos,nacional,10.5
TABACALERA ZAPATA Z-1 (24),cigarrillos,nacional,0.9
TABACALERA ZAPATA Z-2 (24),cigarrillos,nacional,1
TABACALERA ZAPATA Z-3 (24),cigarrillos,nacional,1.1
TABACALERA ZAPATA Z-4 (24),cigarrillos,nacional,1.2
TABACALERA ZAPATA ZG PW (25),cigarrillos,nacional,0.75
TABACALERA ZAPATA ZR PW (25),cigarrillos,nacional,0.6
TABACALERA ZAPATA ZT PW (25),cigarrillos,nacional,0.7
Tabacco Way - Be Happy - Golden Virginia (150 g),tabaco-liar,nacional,15
Tabacco Way - Be Happy - Golden Virginia (150 g) CM,tabaco-liar,nacional,12
Tabacco Way - Be Happy - Golden Virginia (250 g),tabaco-liar,nacional,24.5
Tabacco Way - Be Happy - Golden Virginia (250 g) CM,tabaco-liar,nacional,19.6
Tabacco Way - Be Happy - Golden Virginia (50 g),tabaco-liar,nacional,5.1
Tabacco Way - Be Happy - Golden Virginia (50 g) CM,tabaco-liar,nacional,4
Tabacco Way - Brazilian Spirit Tobacco - American Blend (150 g) - Bolsa,tabaco-liar,nacional,15.6
Tabacco Way - Brazilian Spirit Tobacco - American Blend (150 g) - Bolsa CM,tabaco-liar,nacional,12.4
Tabacco Way - Brazilian Spirit Tobacco - American Blend (50 g) - Petaca,tabaco-liar,nacional,5.5
Tabacco Way - Brazilian Spirit Tobacco - American Blend (50 g) - Petaca CM,tabaco-liar,nacional,4.4
Tabacco Way - Brazilian Spirit Tobacco - Brazilian Blend (150 g) - Bolsa,tabaco-liar,nacional,15.6
Tabacco Way - Brazilian Spirit Tobacco - Brazilian Blend (150 g) - Bolsa CM,tabaco-liar,nacional,12.4
Tabacco Way - Brazilian Spirit Tobacco - Brazilian Blend (50 g) - Petaca,tabaco-liar,nacional,5.4
Tabacco Way - Brazilian Spirit Tobacco - Brazilian Blend (50 g) - Petaca CM,tabaco-liar,nacional,4.4
Tabacco Way - Brazilian Spirit Tobacco - Oriental Blend (150 g) - Bolsa,tabaco-liar,nacional,15.6
Tabacco Way - Brazilian Spirit Tobacco - Oriental Blend (150 g) - Bolsa CM,tabaco-liar,nacional,12.4
Tabacco Way - Brazilian Spirit Tobacco - Oriental Blend (50 g) - Petaca,tabaco-liar,nacional,5.5
Tabacco Way - Brazilian Spirit Tobacco - Oriental Blend (50 g) - Petaca CM,tabaco-liar,nacional,4.4
Tabacco Way - Doctor Pipe - Dark Diamond (50 g) - Lata,tabaco-liar,nacional,11.1
Tabacco Way - Doctor Pipe - Dark Diamond (50 g) - Lata CM,tabaco-liar,nacional,8.9
Tabacco Way - Doctor Pipe - Dark Diamond (50 g) - Petaca,tabaco-liar,nacional,7.8
Tabacco Way - Doctor Pipe - Dark Diamond (50 g) - Petaca CM,tabaco-liar,nacional,6.2
Tabacco Way - Doctor Pipe - Dark Fired (50 g) - Lata,tabaco-liar,nacional,8.95
Tabacco Way - Doctor Pipe - Dark Fired (50 g) - Lata CM,tabaco-liar,nacional,7.2
Tabacco Way - Doctor Pipe - Dark Fired (50 g) - Petaca,tabaco-liar,nacional,5.65
Tabacco Way - Doctor Pipe - Dark Fired (50 g) - Petaca CM,tabaco-liar,nacional,4.5
Tabacco Way - Doctor Pipe - English Blend (50 g) - Lata,tabaco-liar,nacional,11.15
Tabacco Way - Doctor Pipe - English Blend (50 g) - Lata CM,tabaco-liar,nacional,8.9
Tabacco Way - Doctor Pipe - English Blend (50 g) - Petaca,tabaco-liar,nacional,7.8
Tabacco Way - Doctor Pipe - English Blend (50 g) - Petaca CM,tabaco-liar,nacional,6.2
Tabacco Way - Doctor Pipe - Latakia (50 g) - Lata,tabaco-liar,nacional,12.7
Tabacco Way - Doctor Pipe - Latakia (50 g) - Lata CM,tabaco-liar,nacional,9.9
Tabacco Way - Doctor Pipe - Latakia (50 g) - Petaca,tabaco-liar,nacional,9.4
Tabacco Way - Doctor Pipe - Latakia (50 g) - Petaca CM,tabaco-liar,nacional,7.5
Tabacco Way - Doctor Pipe - Royal (50 g) - Lata,tabaco-liar,nacional,9.65
Tabacco Way - Doctor Pipe - Royal (50 g) - Lata CM,tabaco-liar,nacional,7.5
Tabacco Way - Doctor Pipe - Royal (50 g) - Petaca,tabaco-liar,nacional,6.35
Tabacco Way - Doctor Pipe - Royal (50 g) - Petaca CM,tabaco-liar,nacional,5
Tabacco Way - Doctor Pipe - Scottish Mixture (50 g) - Lata,tabaco-liar,nacional,9.85
Tabacco Way - Doctor Pipe - Scottish Mixture (50 g) - Lata CM,tabaco-liar,nacional,7.9
Tabacco Way - Doctor Pipe - Scottish Mixture (50 g) - Petaca,tabaco-liar,nacional,6.55
Tabacco Way - Doctor Pipe - Scottish Mixture (50 g) - Petaca CM,tabaco-liar,nacional,5.2
Tabacco Way - D'Ora - Golden Virginia (150 g),tabaco-liar,nacional,15
Tabacco Way - D'Ora - Golden Virginia (150 g) CM,tabaco-liar,nacional,12
Tabacco Way - D'Ora - Golden Virginia (250 g),tabaco-liar,nacional,24.5
Tabacco Way - D'Ora - Golden Virginia (250 g) CM,tabaco-liar,nacional,19.6
Tabacco Way - D'Ora - Golden Virginia (50 g),tabaco-liar,nacional,5.1
Tabacco Way - D'Ora - Golden Virginia (50 g) CM,tabaco-liar,nacional,4
TABACS JUNEDA Caliqueños (20),cigarrillos,nacional,1
TABACS JUNEDA Caliqueños (50),cigarrillos,nacional,1
TABAK ESPECIAL Tabak Especial Medio 4 X 32 (10),cigarrillos,nacional,2.6
TABAK ESPECIAL Tabak Especial Oscuro 4 X 32 (10),cigarrillos,nacional,2.6
TABANTILLAS Brevas,otros,nacional,0.9
TABANTILLAS Country Club,otros,nacional,3.01
Taboo Alien Twist (200 g),tabaco-liar,nacional,16.5
Taboo Alien Twist (200 g) CM,tabaco-liar,nacional,10.5
Taboo Alien Twist (50 g),tabaco-liar,nacional,4.5
Taboo Alien Twist (50 g) CM,tabaco-liar,nacional,2.9
Taboo Alpine Spirit (200 g),tabaco-liar,nacional,16.5
Taboo Alpine Spirit (200 g) CM,tabaco-liar,nacional,10.5
Taboo Alpine Spirit (50 g),tabaco-liar,nacional,4.5
Taboo Alpine Spirit (50 g) CM,tabaco-liar,nacional,2.9
Taboo American Pay (200 g),tabaco-liar,nacional,16.5
Taboo American Pay (200 g) CM,tabaco-liar,nacional,10.5
Taboo American Pay (25 g),tabaco-liar,nacional,1.95
Taboo American Pay (50 g),tabaco-liar,nacional,4.5
Taboo American Pay (50 g) CM,tabaco-liar,nacional,2.9
Taboo Bahama Mama (200 g),tabaco-liar,nacional,16.5
Taboo Bahama Mama (200 g) CM,tabaco-liar,nacional,10.5
Taboo Bahama Mama (50 g),tabaco-liar,nacional,4.5
Taboo Bahama Mama (50 g) CM,tabaco-liar,nacional,2.9
Taboo Bikini Sunset (200 g),tabaco-liar,nacional,16.5
Taboo Bikini Sunset (200 g) CM,tabaco-liar,nacional,10.5
Taboo Bikini Sunset (50 g),tabaco-liar,nacional,4.5
Taboo Bikini Sunset (50 g) CM,tabaco-liar,nacional,2.9
Taboo Black Banaloco (50g),tabaco-liar,nacional,4.5
Taboo Black Crunch (50g),tabaco-liar,nacional,4.5
Taboo Black Limousine (200 g),tabaco-liar,nacional,16.5
Taboo Black Limousine (200 g) CM,tabaco-liar,nacional,10.5
Taboo Black Limousine (50 g),tabaco-liar,nacional,4.5
Taboo Black Limousine (50 g) CM,tabaco-liar,nacional,2.9
Taboo Black Splash (50g),tabaco-liar,nacional,4.5
Taboo Black Vanla Sky (50g),tabaco-liar,nacional,4.5
Taboo Black Volcano (50 g),tabaco-liar,nacional,4.5
Taboo Blizzardina (200 g),tabaco-liar,nacional,16.5
Taboo Blizzardina (200 g) CM,tabaco-liar,nacional,10.5
Taboo Blizzardina (50 g),tabaco-liar,nacional,4.5
Taboo Blizzardina (50 g) CM,tabaco-liar,nacional,2.9
Taboo Blue Bay (200 g),tabaco-liar,nacional,16.5
Taboo Blue Bay (200 g) CM,tabaco-liar,nacional,10.5
Taboo Blue Bay (25 g),tabaco-liar,nacional,1.95
Taboo Blue Bay (50 g),tabaco-liar,nacional,4.5
Taboo Blue Bay (50 g) CM,tabaco-liar,nacional,2.9
Taboo Brutal Choice (200 g),tabaco-liar,nacional,16.5
Taboo Brutal Choice (200 g) CM,tabaco-liar,nacional,10.5
Taboo Brutal Choice (50 g),tabaco-liar,nacional,4.5
Taboo Brutal Choice (50 g) CM,tabaco-liar,nacional,2.9
Taboo Car Melo (50 g),tabaco-liar,nacional,4.5
Taboo Car Melo (50 g) CM,tabaco-liar,nacional,2.9
Taboo Caribbean Cruise (200 g),tabaco-liar,nacional,16.5
Taboo Caribbean Cruise (200 g) CM,tabaco-liar,nacional,10.5
Taboo Caribbean Cruise (50 g),tabaco-liar,nacional,4.5
Taboo Caribbean Cruise (50 g) CM,tabaco-liar,nacional,2.9
Taboo Casanova Dream (200 g),tabaco-liar,nacional,16.5
Taboo Casanova Dream (200 g) CM,tabaco-liar,nacional,10.5
Taboo Casanova Dream (50 g),tabaco-liar,nacional,4.5
Taboo Casanova Dream (50 g) CM,tabaco-liar,nacional,2.9
Taboo Cinna Mill (200 g),tabaco-liar,nacional,16.5
Taboo Cinna Mill (200 g) CM,tabaco-liar,nacional,10.5
Taboo Cinna Mill (50 g),tabaco-liar,nacional,4.5
Taboo Cinna Mill (50 g) CM,tabaco-liar,nacional,2.9
Taboo Cool Sunrise (200 g),tabaco-liar,nacional,16.5
Taboo Cool Sunrise (200 g) CM,tabaco-liar,nacional,10.5
Taboo Cool Sunrise (50 g),tabaco-liar,nacional,4.5
Taboo Cool Sunrise (50 g) CM,tabaco-liar,nacional,2.9
Taboo Copa Cabana (200 g),tabaco-liar,nacional,16.5
Taboo Copa Cabana (200 g) CM,tabaco-liar,nacional,10.5
Taboo Copa Cabana (50 g),tabaco-liar,nacional,4.5
Taboo Copa Cabana (50 g) CM,tabaco-liar,nacional,2.9
Taboo Cumulus (200 g),tabaco-liar,nacional,16.5
Taboo Cumulus (200 g) CM,tabaco-liar,nacional,10.5
Taboo Cumulus (50 g),tabaco-liar,nacional,4.5
Taboo Cumulus (50 g) CM,tabaco-liar,nacional,2.9
Taboo Dancing Queen (200 g),tabaco-liar,nacional,16.5
Taboo Dancing Queen (200 g) CM,tabaco-liar,nacional,10.5
Taboo Dancing Queen (50 g),tabaco-liar,nacional,4.5
Taboo Dancing Queen (50 g) CM,tabaco-liar,nacional,2.9
Taboo Dancing Queen (950 g),tabaco-liar,nacional,71.9
Taboo Dancing Queen (950 g) CM,tabaco-liar,nacional,41.5
Taboo Darkum (200 g),tabaco-liar,nacional,16.5
Taboo Darkum (200 g) CM,tabaco-liar,nacional,10.5
Taboo Darkum (50 g),tabaco-liar,nacional,4.5
Taboo Darkum (50 g) CM,tabaco-liar,nacional,2.9
Taboo Five O'Clock (200 g),tabaco-liar,nacional,16.5
Taboo Five O'Clock (200 g) CM,tabaco-liar,nacional,10.5
Taboo Five O'Clock (50 g),tabaco-liar,nacional,4.5
Taboo Five O'Clock (50 g) CM,tabaco-liar,nacional,2.9
Taboo French Kiss (200 g),tabaco-liar,nacional,16.5
Taboo French Kiss (200 g) CM,tabaco-liar,nacional,10.5
Taboo French Kiss (50 g),tabaco-liar,nacional,4.5
Taboo French Kiss (50 g) CM,tabaco-liar,nacional,2.9
Taboo French Kss (200 g),tabaco-liar,nacional,16.5
Taboo French Kss (200 g) CM,tabaco-liar,nacional,10.5
Taboo French Kss (50 g),tabaco-liar,nacional,4.5
Taboo French Kss (50 g) CM,tabaco-liar,nacional,2.9
Taboo French Kss (950 g),tabaco-liar,nacional,71.9
Taboo French Kss (950 g) CM,tabaco-liar,nacional,41.5
Taboo Game Over (200 g),tabaco-liar,nacional,16.5
Taboo Game Over (200 g) CM,tabaco-liar,nacional,10.5
Taboo Game Over (50 g),tabaco-liar,nacional,4.5
Taboo Game Over (50 g) CM,tabaco-liar,nacional,2.9
Taboo Golden Eye  (200 g),tabaco-liar,nacional,16.5
Taboo Golden Eye  (200 g) CM,tabaco-liar,nacional,10.5
Taboo Golden Eye  (50 g),tabaco-liar,nacional,4.5
Taboo Golden Eye  (50 g) CM,tabaco-liar,nacional,2.9
Taboo Hakuna Matata (200 g),tabaco-liar,nacional,16.5
Taboo Hakuna Matata (200 g) CM,tabaco-liar,nacional,10.5
Taboo Hakuna Matata (50 g),tabaco-liar,nacional,4.5
Taboo Hakuna Matata (50 g) CM,tabaco-liar,nacional,2.9
Taboo Indian Summer (200 g),tabaco-liar,nacional,16.5
Taboo Indian Summer (200 g) CM,tabaco-liar,nacional,10.5
Taboo Indian Summer (50 g),tabaco-liar,nacional,4.5
Taboo Indian Summer (50 g) CM,tabaco-liar,nacional,2.9
Taboo Irish Dream (200 g),tabaco-liar,nacional,16.5
Taboo Irish Dream (200 g) CM,tabaco-liar,nacional,10.5
Taboo Irish Dream (50 g),tabaco-liar,nacional,4.5
Taboo Irish Dream (50 g) CM,tabaco-liar,nacional,2.9
Taboo Italian Passion (200 g),tabaco-liar,nacional,16.5
Taboo Italian Passion (200 g) CM,tabaco-liar,nacional,10.5
Taboo Italian Passion (50 g),tabaco-liar,nacional,4.5
Taboo Italian Passion (50 g) CM,tabaco-liar,nacional,2.9
Taboo Jungle (200 g),tabaco-liar,nacional,16.5
Taboo Jungle (200 g) CM,tabaco-liar,nacional,10.5
Taboo Jungle (50 g),tabaco-liar,nacional,4.5
Taboo Jungle (50 g) CM,tabaco-liar,nacional,2.9
Taboo Lucky (50 g),tabaco-liar,nacional,4.5
Taboo Lucky (50 g) CM,tabaco-liar,nacional,2.9
Taboo Mambo (200 g),tabaco-liar,nacional,16.5
Taboo Mambo (200 g) CM,tabaco-liar,nacional,10.5
Taboo Mambo (50 g),tabaco-liar,nacional,4.5
Taboo Mambo (50 g) CM,tabaco-liar,nacional,2.9
Taboo Misguided (200 g),tabaco-liar,nacional,16.5
Taboo Misguided (200 g) CM,tabaco-liar,nacional,10.5
Taboo Misguided (50 g),tabaco-liar,nacional,4.5
Taboo Misguided (50 g) CM,tabaco-liar,nacional,2.9
Taboo Moonwalk (200 g),tabaco-liar,nacional,16.5
Taboo Moonwalk (200 g) CM,tabaco-liar,nacional,10.5
Taboo Moonwalk (50 g),tabaco-liar,nacional,4.5
Taboo Moonwalk (50 g) CM,tabaco-liar,nacional,2.9
Taboo Mystic China (200 g),tabaco-liar,nacional,16.5
Taboo Mystic China (200 g) CM,tabaco-liar,nacional,10.5
Taboo Mystic China (50 g),tabaco-liar,nacional,4.5
Taboo Mystic China (50 g) CM,tabaco-liar,nacional,2.9
Taboo Over The Rainbow (200 g),tabaco-liar,nacional,16.5
Taboo Over The Rainbow (200 g) CM,tabaco-liar,nacional,10.5
Taboo Over The Rainbow (25 g),tabaco-liar,nacional,1.95
Taboo Over The Rainbow (25 g) CM,tabaco-liar,nacional,1.15
Taboo Over The Rainbow (50 g),tabaco-liar,nacional,4.5
Taboo Over The Rainbow (50 g) CM,tabaco-liar,nacional,2.9
Taboo Over The Rainbow (950 g),tabaco-liar,nacional,71.9
Taboo Over The Rainbow (950 g) CM,tabaco-liar,nacional,41.5
Taboo Pocamel (200 g),tabaco-liar,nacional,16.5
Taboo Pocamel (200 g) CM,tabaco-liar,nacional,10.5
Taboo Pocamel (50 g),tabaco-liar,nacional,4.5
Taboo Pocamel (50 g) CM,tabaco-liar,nacional,2.9
Taboo Power of Love (200 g),tabaco-liar,nacional,16.5
Taboo Power of Love (200 g) CM,tabaco-liar,nacional,10.5
Taboo Power of Love (50 g),tabaco-liar,nacional,4.5
Taboo Power of Love (50 g) CM,tabaco-liar,nacional,2.9
Taboo Promise (200 g),tabaco-liar,nacional,16.5
Taboo Promise (200 g) CM,tabaco-liar,nacional,10.5
Taboo Promise (50 g),tabaco-liar,nacional,4.5
Taboo Promise (50 g) CM,tabaco-liar,nacional,2.9
Taboo Red Blast (200 g),tabaco-liar,nacional,16.5
Taboo Red Blast (200 g) CM,tabaco-liar,nacional,10.5
Taboo Red Blast (50 g),tabaco-liar,nacional,4.5
Taboo Red Blast (50 g) CM,tabaco-liar,nacional,2.9
Taboo Red Fusion (200 g),tabaco-liar,nacional,16.5
Taboo Red Fusion (200 g) CM,tabaco-liar,nacional,10.5
Taboo Red Fussion (50 g),tabaco-liar,nacional,4.5
Taboo Red Fussion (50 g) CM,tabaco-liar,nacional,2.9
Taboo Richman (200 g),tabaco-liar,nacional,16.5
Taboo Richman (200 g) CM,tabaco-liar,nacional,10.5
Taboo Richman (50 g),tabaco-liar,nacional,4.5
Taboo Richman (50 g) CM,tabaco-liar,nacional,2.9
Taboo Rim Shot (200 g),tabaco-liar,nacional,16.5
Taboo Rim Shot (200 g) CM,tabaco-liar,nacional,10.5
Taboo Rim Shot (50 g),tabaco-liar,nacional,4.5
Taboo Rim Shot (50 g) CM,tabaco-liar,nacional,2.9
Taboo Seduction (200 g),tabaco-liar,nacional,16.5
Taboo Seduction (200 g) CM,tabaco-liar,nacional,10.5
Taboo Seduction (25 g),tabaco-liar,nacional,1.95
Taboo Seduction (25 g) CM,tabaco-liar,nacional,1.15
Taboo Seduction (50 g),tabaco-liar,nacional,4.5
Taboo Seduction (50 g) CM,tabaco-liar,nacional,2.9
Taboo Sexy Green (200 g),tabaco-liar,nacional,16.5
Taboo Sexy Green (200 g) CM,tabaco-liar,nacional,10.5
Taboo Sexy Green (25 g),tabaco-liar,nacional,1.95
Taboo Sexy Green (25 g) CM,tabaco-liar,nacional,1.15
Taboo Sexy Green (50 g),tabaco-liar,nacional,4.5
Taboo Sexy Green (50 g) CM,tabaco-liar,nacional,2.9
Taboo Sxy Green (200 g),tabaco-liar,nacional,16.5
